Past_PatTrans_Meth_Yr_Round,SweepVac,Year,Past_PatTrans_Year,Pasture,Pasture_patch_year,Pasture_patch,Temperature,Winds,OrdinalSamplingDate,HerbYesNo_alltime,TSH,HerbTreat_14-18,GrazingYesNo,GrazingTreat,StartTime,Order,Biomass_mg,Length,Width
PYW_S2_Sweep_2017_1,Sweep,2017,PYW_S_2017,PYW,PYW_S_2017,PYW_S,80,4,173,No,2.5,Con,Yes,SLS,11.6,orth,7.032982152,8.5,
PYW_S2_Vacuum_2017_2,Vacuum,2017,PYW_S_2017,PYW,PYW_S_2017,PYW_S,80,0,195,No,2.5,Con,Yes,SLS,14.02,orth,7.032982152,8.5,
RC2_S1_Sweep_2017_2,Sweep,2017,RC2_S_2017,RC2,RC2_S_2017,RC2_S,75,4,206,No,2.5,Con,No,None,11.85,orth,7.032982152,8.5,
RC2_S2_Sweep_2017_1,Sweep,2017,RC2_S_2017,RC2,RC2_S_2017,RC2_S,85,1,157,No,2.5,Con,No,None,11.5,orth,7.032982152,8.5,
RC2_S2_Sweep_2017_2,Sweep,2017,RC2_S_2017,RC2,RC2_S_2017,RC2_S,75,4,206,No,2.5,Con,No,None,12.07,orth,7.032982152,8.5,
DUN_C1_Sweep_2016_2,Sweep,2016,DUN_C_2016,DUN,DUN_C_2016,DUN_C,95,4,217,No,1.5,Con,No,None,14.78,orth,7.032982152,8.5,
GIL_S2_Vacuum_2016_1,Vacuum,2016,GIL_S_2016,GIL,GIL_S_2016,GIL_S,94,4,177,No,1.5,Con,Yes,IES,12.47,orth,7.032982152,8.5,
PYW_S1_Vacuum_2016_2,Vacuum,2016,PYW_S_2016,PYW,PYW_S_2016,PYW_S,95,0,206,No,1.5,Con,Yes,SLS,11.53,orth,7.032982152,8.5,
PYW_S2_Sweep_2016_2,Sweep,2016,PYW_S_2016,PYW,PYW_S_2016,PYW_S,95,0,206,No,1.5,Con,Yes,SLS,11.27,orth,7.032982152,8.5,
PYW_S2_Vacuum_2016_2,Vacuum,2016,PYW_S_2016,PYW,PYW_S_2016,PYW_S,95,0,206,No,1.5,Con,Yes,SLS,11.27,orth,7.032982152,8.5,
RC2_S1_Sweep_2016_2,Sweep,2016,RC2_S_2016,RC2,RC2_S_2016,RC2_S,104,4,202,No,1.5,Con,No,None,12.42,orth,7.032982152,8.5,
RC2_S2_Sweep_2016_1,Sweep,2016,RC2_S_2016,RC2,RC2_S_2016,RC2_S,90,0,182,No,1.5,Con,No,None,14.02,orth,7.032982152,8.5,
RC2_S2_Vacuum_2016_2,Vacuum,2016,RC2_S_2016,RC2,RC2_S_2016,RC2_S,104,4,202,No,1.5,Con,No,None,12.85,orth,7.032982152,8.5,
STE_N2_Sweep_2017_2,Sweep,2017,STE_N2_2017,STE,STE_N2_2017,STE_N,85,4,202,No,1.5,Con,Yes,SLS,9.05,orth,7.032982152,8.5,
STE_W1_Sweep_2017_2,Sweep,2017,STE_W_2017,STE,STE_W_2017,STE_W,85,4,202,No,1.5,Con,Yes,SLS,9.67,orth,7.032982152,8.5,
GIL_S2_Vacuum_2015_2,Vacuum,2015,GIL_S_2015,GIL,GIL_S_2015,GIL_S,95,1,208,No,0.5,Con,Yes,IES,14.32,orth,7.032982152,8.5,2
PYW_S1_Sweep_2015_2,Sweep,2015,PYW_S_2015,PYW,PYW_S_2015,PYW_S,80,4,210,No,0.5,Con,Yes,SLS,14.08,orth,7.032982152,8.5,2
PYW_S2_Vacuum_2015_2,Vacuum,2015,PYW_S_2015,PYW,PYW_S_2015,PYW_S,80,4,210,No,0.5,Con,Yes,SLS,13.83,orth,7.032982152,8.5,3
STE_N2_Sweep_2016_1,Sweep,2016,STE_N2_2016,STE,STE_N2_2016,STE_N,85,1,187,No,0.5,Con,Yes,SLS,10.98,orth,7.032982152,8.5,
STE_N2_Vacuum_2016_1,Vacuum,2016,STE_N2_2016,STE,STE_N2_2016,STE_N,85,1,187,No,0.5,Con,Yes,SLS,10.98,orth,7.032982152,8.5,
STE_W2_Sweep_2016_2,Sweep,2016,STE_W_2016,STE,STE_W_2016,STE_W,85,4,218,No,0.5,Con,Yes,SLS,16,orth,7.032982152,8.5,
STE_W2_Vacuum_2016_2,Vacuum,2016,STE_W_2016,STE,STE_W_2016,STE_W,85,4,218,No,0.5,Con,Yes,SLS,16,orth,7.032982152,8.5,
235_S2_Sweep_2015_1,Sweep,2015,235_S_2015,235,235_S_2015,235_S,75,1,180,No,,Con,Yes,SLS,10.7,orth,7.032982152,8.5,
235_S2_Sweep_2015_2,Sweep,2015,235_S_2015,235,235_S_2015,235_S,80,1,211,No,,Con,Yes,SLS,1.97,orth,7.032982152,8.5,
235_S2_Sweep_2016_2,Sweep,2016,235_S1_2016,235,235_S1_2016,235_S1,85,4,208,No,,Con,Yes,SLS,9.45,orth,7.032982152,8.5,
235_S2_Sweep_2017_2,Sweep,2017,235_S1_2017,235,235_S1_2017,235_S1,75,1,205,No,,Con,Yes,SLS,11.95,orth,7.032982152,8.5,
235_S2_Vacuum_2016_2,Vacuum,2016,235_S1_2016,235,235_S1_2016,235_S1,85,4,208,No,,Con,Yes,SLS,9.45,orth,7.032982152,8.5,
BSH_N1_Sweep_2016_1,Sweep,2016,BSH_N_2016,BSH,BSH_N_2016,BSH_N,82,1,190,No,,Con,No,None,10.77,orth,7.032982152,8.5,
BSH_N1_Sweep_2016_2,Sweep,2016,BSH_N_2016,BSH,BSH_N_2016,BSH_N,80,0,217,No,,Con,No,None,11.75,orth,7.032982152,8.5,
BSH_N1_Sweep_2017_1,Sweep,2017,BSH_N_2017,BSH,BSH_N_2017,BSH_N,75,13,169,No,,Con,No,None,11.47,orth,7.032982152,8.5,
BSH_N1_Sweep_2017_2,Sweep,2017,BSH_N_2017,BSH,BSH_N_2017,BSH_N,85,1,199,No,,Con,No,None,11.5,orth,7.032982152,8.5,
BSH_N2_Sweep_2017_2,Sweep,2017,BSH_N_2017,BSH,BSH_N_2017,BSH_N,85,1,199,No,,Con,No,None,11.72,orth,7.032982152,8.5,
BSH_N2_Vacuum_2017_2,Vacuum,2017,BSH_N_2017,BSH,BSH_N_2017,BSH_N,85,1,199,No,,Con,No,None,11.72,orth,7.032982152,8.5,
LTR_W1_Sweep_2015_2,Sweep,2015,LTR_W_2015,LTR,LTR_W_2015,LTR_W,92,0,198,No,,Con,Yes,IES,11.3,orth,7.032982152,8.5,2
LTR_W1_Sweep_2016_2,Sweep,2016,LTR_W_2016,LTR,LTR_W_2016,LTR_W,75,1,198,No,,Con,Yes,IES,10.08,orth,7.032982152,8.5,
LTR_W1_Sweep_2017_1,Sweep,2017,LTR_W_2017,LTR,LTR_W_2017,LTR_W,67,1,158,No,,Con,Yes,IES,10.02,orth,7.032982152,8.5,
LTR_W2_Sweep_2016_2,Sweep,2016,LTR_W_2016,LTR,LTR_W_2016,LTR_W,75,1,198,No,,Con,Yes,IES,10.38,orth,7.032982152,8.5,
LTR_W2_Sweep_2017_2,Sweep,2017,LTR_W_2017,LTR,LTR_W_2017,LTR_W,80,0,194,No,,Con,Yes,IES,15.13,orth,7.032982152,8.5,
LTR_W2_Vacuum_2017_2,Vacuum,2017,LTR_W_2017,LTR,LTR_W_2017,LTR_W,80,0,194,No,,Con,Yes,IES,15.13,orth,7.032982152,8.5,
RCH2014_E1_Vacuum_2016_2,Vacuum,2016,RCH2014_E_2016,RCH2014,RCH2014_E_2016,RCH2014_E,105,4,203,No,,Con,Yes,SLS,9.93,orth,7.032982152,8.5,
RCH2014_E2_Sweep_2016_1,Sweep,2016,RCH2014_E_2016,RCH2014,RCH2014_E_2016,RCH2014_E,75,1,180,No,,Con,Yes,SLS,12.55,orth,7.032982152,8.5,
RCH2014_E2_Vacuum_2016_1,Vacuum,2016,RCH2014_E_2016,RCH2014,RCH2014_E_2016,RCH2014_E,75,1,180,No,,Con,Yes,SLS,12.55,orth,7.032982152,8.5,
BSH_C1_Sweep_2017_1,Sweep,2017,BSH_C_2017,BSH,BSH_C_2017,BSH_C,75,13,169,Yes,2.5,Spr,No,None,11.97,cole_ad,6.971476949,7.5,2.5
DUN_E1_Sweep_2017_2,Sweep,2017,DUN_E_2017,DUN,DUN_E_2017,DUN_E,85,8,191,Yes,2.5,Spr,No,None,10.77,cole_ad,6.971476949,7.5,2.5
DUN_W1_Sweep_2017_1,Sweep,2017,DUN_W_2017,DUN,DUN_W_2017,DUN_W,80,4,181,Yes,2.5,SnS,No,None,14.3,cole_ad,6.971476949,7.5,2.5
LTR_E2_Vacuum_2017_2,Vacuum,2017,LTR_E_2017,LTR,LTR_E_2017,LTR_E,80,1,194,Yes,2.5,SnS,Yes,IES,14.43,cole_ad,6.971476949,7.5,2.5
PYW_N2_Sweep_2017_1,Sweep,2017,PYW_N_2017,PYW,PYW_N_2017,PYW_N,80,8,173,Yes,2.5,SnS,Yes,SLS,10.42,cole_ad,6.971476949,7.5,2.5
GIL_C2_Sweep_2016_1,Sweep,2016,GIL_C_2016,GIL,GIL_C_2016,GIL_C,94,4,177,Yes,1.5,SnS,Yes,IES,12.17,cole_ad,6.971476949,7.5,2.5
RCH2014_W1_Sweep_2016_1,Sweep,2016,RCH2014_W_2016,RCH2014,RCH2014_W_2016,RCH2014_W,75,1,180,Yes,1.5,SnS,Yes,SLS,13.3,cole_ad,6.971476949,7.5,2.5
KLT_E1_Sweep_2017_2,Sweep,2017,KLT_E_2017,KLT,KLT_E_2017,KLT_E,95,1,203,No,,,No,None,11.02,cole_ad,6.971476949,7.5,2.5
PAW_W1_Vacuum_2015_1,Vacuum,2015,PAW_W_2015,PAW,PAW_W_2015,PAW_W,80,1,181,No,,,No,None,15.35,cole_ad,6.971476949,7.5,2.5
RIE_N1_Vacuum_2015_1,Vacuum,2015,RIE_N_2015,RIE,RIE_N_2015,RIE_N,85,0,160,No,,,No,None,9.1,cole_ad,6.971476949,7.5,2.5
RIS_C_W_Vacuum_2016_2,Vacuum,2016,RIS_C_2016,RIS,RIS_C_2016,RIS_C,,,,No,,,Yes,SLS,,cole_ad,6.971476949,7.5,2.5
DUN_C2_Sweep_2017_1,Sweep,2017,DUN_C_2017,DUN,DUN_C_2017,DUN_C,80,4,181,No,2.5,Con,No,None,13.57,cole_ad,6.971476949,7.5,2.5
DUN_C2_Sweep_2017_2,Sweep,2017,DUN_C_2017,DUN,DUN_C_2017,DUN_C,85,8,191,No,2.5,Con,No,None,11.17,cole_ad,6.971476949,7.5,2.5
PYW_S1_Sweep_2017_1,Sweep,2017,PYW_S_2017,PYW,PYW_S_2017,PYW_S,80,4,173,No,2.5,Con,Yes,SLS,11.35,cole_ad,6.971476949,7.5,2.5
RC2_S2_Vacuum_2017_1,Vacuum,2017,RC2_S_2017,RC2,RC2_S_2017,RC2_S,85,1,157,No,2.5,Con,No,None,11.5,cole_ad,6.971476949,7.5,2.5
235_S2_Vacuum_2017_1,Vacuum,2017,235_S1_2017,235,235_S1_2017,235_S1,80,1,175,No,,Con,Yes,SLS,11.45,cole_ad,6.971476949,7.5,2.5
BSH_N1_Sweep_2017_1,Sweep,2017,BSH_N_2017,BSH,BSH_N_2017,BSH_N,75,13,169,No,,Con,No,None,11.47,cole_ad,6.971476949,7.5,2.5
BSH_N1_Sweep_2017_2,Sweep,2017,BSH_N_2017,BSH,BSH_N_2017,BSH_N,85,1,199,No,,Con,No,None,11.5,cole_ad,6.971476949,7.5,2.5
STE_N1_Vacuum_2017_2,Vacuum,2017,STE_N1_2017,STE,STE_N1_2017,STE_N,85,4,202,Yes,1.5,SnS,Yes,SLS,8.63,lepi_ad,6.885321353,9,2.5
PYW_N2_Sweep_2015_1,Sweep,2015,PYW_N_2015,PYW,PYW_N_2015,PYW_N,75,4,172,Yes,0.5,SnS,Yes,SLS,10.6,lepi_ad,6.885321353,9,2.5
STE_W2_Vacuum_2017_2,Vacuum,2017,STE_W_2017,STE,STE_W_2017,STE_W,85,4,202,No,1.5,Con,Yes,SLS,9.37,lepi_ad,6.885321353,9,2.5
GIL_N1_Vacuum_2017_1,Vacuum,2017,GIL_N_2017,GIL,GIL_N_2017,GIL_N,75,4,172,Yes,2.5,Spr,Yes,IES,10.73,aran,6.778044728,6,
PYW_C2_Sweep_2017_2,Sweep,2017,PYW_C_2017,PYW,PYW_C_2017,PYW_C,80,0,195,Yes,2.5,Spr,Yes,SLS,13.5,aran,6.778044728,6,
RC2_C1_Sweep_2017_2,Sweep,2017,RC2_C_2017,RC2,RC2_C_2017,RC2_C,75,4,206,Yes,2.5,Spr,No,None,12.65,aran,6.778044728,6,
RC2_C2_Sweep_2017_2,Sweep,2017,RC2_C_2017,RC2,RC2_C_2017,RC2_C,75,4,206,Yes,2.5,Spr,No,None,12.37,aran,6.778044728,6,
STE_S2_Vacuum_2017_2,Vacuum,2017,STE_S_2017,STE,STE_S_2017,STE_S,85,4,202,Yes,1.5,Spr,Yes,SLS,9.97,aran,6.778044728,6,
DUN_E1_Sweep_2016_2,Sweep,2016,DUN_E_2016,DUN,DUN_E_2016,DUN_E,85,0,216,Yes,1.5,Spr,No,None,14.73,aran,6.778044728,6,
GIL_N1_Sweep_2016_1,Sweep,2016,GIL_N_2016,GIL,GIL_N_2016,GIL_N,94,4,177,Yes,1.5,Spr,Yes,IES,11.68,aran,6.778044728,6,
PYW_C1_Sweep_2016_2,Sweep,2016,PYW_C_2016,PYW,PYW_C_2016,PYW_C,95,0,206,Yes,1.5,Spr,Yes,SLS,12.28,aran,6.778044728,6,
PYW_C1_Vacuum_2016_2,Vacuum,2016,PYW_C_2016,PYW,PYW_C_2016,PYW_C,95,0,206,Yes,1.5,Spr,Yes,SLS,12.28,aran,6.778044728,6,
RC2_C1_Sweep_2016_1,Sweep,2016,RC2_C_2016,RC2,RC2_C_2016,RC2_C,75,0,183,Yes,1.5,Spr,No,None,14.53,aran,6.778044728,6,
RC2_C2_Vacuum_2016_1,Vacuum,2016,RC2_C_2016,RC2,RC2_C_2016,RC2_C,75,0,183,Yes,1.5,Spr,No,None,15,aran,6.778044728,6,
BSH_C1_Sweep_2015_1,Sweep,2015,BSH_C_2015,BSH,BSH_C_2015,BSH_C,80,8,179,Yes,0.5,Spr,No,None,11.28,aran,6.778044728,6,1
BSH_C1_Sweep_2015_2,Sweep,2015,BSH_C_2015,BSH,BSH_C_2015,BSH_C,90,4,193,Yes,0.5,Spr,No,None,13.17,aran,6.778044728,6,1.5
BSH_C2_Vacuum_2015_1,Vacuum,2015,BSH_C_2015,BSH,BSH_C_2015,BSH_C,80,8,179,Yes,0.5,Spr,No,None,12.2,aran,6.778044728,6,1.5
BSH_C2_Vacuum_2015_1,Vacuum,2015,BSH_C_2015,BSH,BSH_C_2015,BSH_C,80,8,179,Yes,0.5,Spr,No,None,12.2,aran,6.778044728,6,2
BSH_C2_Vacuum_2015_2,Vacuum,2015,BSH_C_2015,BSH,BSH_C_2015,BSH_C,90,4,193,Yes,0.5,Spr,No,None,14.17,aran,6.778044728,6,1
DUN_E1_Sweep_2015_1,Sweep,2015,DUN_E_2015,DUN,DUN_E_2015,DUN_E,80,1,181,Yes,0.5,Spr,No,Hay,10,aran,6.778044728,6,2
LTR_C1_Sweep_2015_2,Sweep,2015,LTR_C_2015,LTR,LTR_C_2015,LTR_C,90,0,198,Yes,0.5,Spr,Yes,IES,10.5,aran,6.778044728,6,1.5
PYW_C1_Sweep_2015_1,Sweep,2015,PYW_C_2015,PYW,PYW_C_2015,PYW_C,75,4,172,Yes,0.5,Spr,Yes,SLS,11.05,aran,6.778044728,6,1.5
PYW_C1_Sweep_2015_2,Sweep,2015,PYW_C_2015,PYW,PYW_C_2015,PYW_C,80,4,210,Yes,0.5,Spr,Yes,SLS,15,aran,6.778044728,6,1
PYW_C1_Vacuum_2015_2,Vacuum,2015,PYW_C_2015,PYW,PYW_C_2015,PYW_C,80,4,210,Yes,0.5,Spr,Yes,SLS,15,aran,6.778044728,6,2.5
PYW_C2_Sweep_2015_1,Sweep,2015,PYW_C_2015,PYW,PYW_C_2015,PYW_C,75,4,172,Yes,0.5,Spr,Yes,SLS,11.48,aran,6.778044728,6,2
PYW_C2_Sweep_2015_2,Sweep,2015,PYW_C_2015,PYW,PYW_C_2015,PYW_C,80,4,210,Yes,0.5,Spr,Yes,SLS,14.47,aran,6.778044728,6,2
PYW_C2_Vacuum_2015_2,Vacuum,2015,PYW_C_2015,PYW,PYW_C_2015,PYW_C,80,4,210,Yes,0.5,Spr,Yes,SLS,14.47,aran,6.778044728,6,2
RC2_C1_Sweep_2015_2,Sweep,2015,RC2_C_2015,RC2,RC2_C_2015,RC2_C,100,0,210,Yes,0.5,Spr,No,None,13.62,aran,6.778044728,6,1.5
RC2_C2_Sweep_2015_2,Sweep,2015,RC2_C_2015,RC2,RC2_C_2015,RC2_C,100,0,210,Yes,0.5,Spr,No,None,13.9,aran,6.778044728,6,1
RC2_C2_Sweep_2015_2,Sweep,2015,RC2_C_2015,RC2,RC2_C_2015,RC2_C,100,0,210,Yes,0.5,Spr,No,None,13.9,aran,6.778044728,6,3
RC2_C2_Vacuum_2015_2,Vacuum,2015,RC2_C_2015,RC2,RC2_C_2015,RC2_C,100,0,210,Yes,0.5,Spr,No,None,13.9,aran,6.778044728,6,2
STE_S1_Sweep_2016_1,Sweep,2016,STE_S_2016,STE,STE_S_2016,STE_S,75,0,186,Yes,0.5,Spr,Yes,SLS,18.4,aran,6.778044728,6,
STE_S1_Sweep_2016_2,Sweep,2016,STE_S_2016,STE,STE_S_2016,STE_S,85,1,218,Yes,0.5,Spr,Yes,SLS,14.08,aran,6.778044728,6,
STE_S1_Vacuum_2016_2,Vacuum,2016,STE_S_2016,STE,STE_S_2016,STE_S,85,1,218,Yes,0.5,Spr,Yes,SLS,14.08,aran,6.778044728,6,
STE_S2_Sweep_2016_1,Sweep,2016,STE_S_2016,STE,STE_S_2016,STE_S,75,0,186,Yes,0.5,Spr,Yes,SLS,18.95,aran,6.778044728,6,
235_C1_Sweep_2017_2,Sweep,2017,235_C_2017,235,235_C_2017,235_C,75,1,205,Yes,3.5,SnS,Yes,SLS,10.67,aran,6.778044728,6,
235_C1_Vacuum_2016_2,Vacuum,2016,235_C_2016,235,235_C_2016,235_C,85,4,208,Yes,2.5,SnS,Yes,SLS,10.7,aran,6.778044728,6,
235_C2_Sweep_2016_1,Sweep,2016,235_C_2016,235,235_C_2016,235_C,85,0,179,Yes,2.5,SnS,Yes,SLS,12.97,aran,6.778044728,6,
235_N1_Vacuum_2017_2,Vacuum,2017,235_N_2017,235,235_N_2017,235_N,75,1,205,Yes,2.5,SnS,Yes,SLS,10.15,aran,6.778044728,6,
235_N2_Sweep_2017_2,Sweep,2017,235_N_2017,235,235_N_2017,235_N,75,1,205,Yes,2.5,SnS,Yes,SLS,10.43,aran,6.778044728,6,
BSH_S2_Vacuum_2017_1,Vacuum,2017,BSH_S_2017,BSH,BSH_S_2017,BSH_S,75,13,169,Yes,2.5,SnS,No,None,12.62,aran,6.778044728,6,
GIL_C2_Sweep_2017_1,Sweep,2017,GIL_C_2017,GIL,GIL_C_2017,GIL_C,75,4,172,Yes,2.5,SnS,Yes,IES,9.87,aran,6.778044728,6,
GIL_C2_Sweep_2017_2,Sweep,2017,GIL_C_2017,GIL,GIL_C_2017,GIL_C,75,1,195,Yes,2.5,SnS,Yes,IES,11.45,aran,6.778044728,6,
LTR_E2_Sweep_2017_1,Sweep,2017,LTR_E_2017,LTR,LTR_E_2017,LTR_E,72,1,158,Yes,2.5,SnS,Yes,IES,10.92,aran,6.778044728,6,
RC2_N1_Sweep_2017_2,Sweep,2017,RC2_N_2017,RC2,RC2_N_2017,RC2_N,75,4,206,Yes,2.5,SnS,No,None,13.02,aran,6.778044728,6,
RC2_N1_Vacuum_2017_1,Vacuum,2017,RC2_N_2017,RC2,RC2_N_2017,RC2_N,90,1,157,Yes,2.5,SnS,No,None,12.97,aran,6.778044728,6,
RC2_N2_Sweep_2017_2,Sweep,2017,RC2_N_2017,RC2,RC2_N_2017,RC2_N,75,4,206,Yes,2.5,SnS,No,None,13.35,aran,6.778044728,6,
RC2_N2_Vacuum_2017_2,Vacuum,2017,RC2_N_2017,RC2,RC2_N_2017,RC2_N,75,4,206,Yes,2.5,SnS,No,None,13.35,aran,6.778044728,6,
RCH2014_W2_Sweep_2017_1,Sweep,2017,RCH2014_W_2017,RCH2014,RCH2014_W_2017,RCH2014_W,80,1,174,Yes,2.5,SnS,Yes,SLS,10.77,aran,6.778044728,6,
RCH2014_W2_Vacuum_2017_2,Vacuum,2017,RCH2014_W_2017,RCH2014,RCH2014_W_2017,RCH2014_W,85,1,186,Yes,2.5,SnS,Yes,SLS,12.18,aran,6.778044728,6,
235_C1_Sweep_2015_2,Sweep,2015,235_C_2015,235,235_C_2015,235_C,80,1,211,Yes,1.5,SnS,Yes,SLS,14.68,aran,6.778044728,6,
235_C1_Vacuum_2015_1,Vacuum,2015,235_C_2015,235,235_C_2015,235_C,75,1,180,Yes,1.5,SnS,Yes,SLS,12.35,aran,6.778044728,6,
235_C2_Sweep_2015_1,Sweep,2015,235_C_2015,235,235_C_2015,235_C,75,1,180,Yes,1.5,SnS,Yes,SLS,12.67,aran,6.778044728,6,
235_C2_Sweep_2015_2,Sweep,2015,235_C_2015,235,235_C_2015,235_C,80,1,211,Yes,1.5,SnS,Yes,SLS,14.38,aran,6.778044728,6,
235_C2_Vacuum_2015_1,Vacuum,2015,235_C_2015,235,235_C_2015,235_C,75,1,180,Yes,1.5,SnS,Yes,SLS,12.67,aran,6.778044728,6,
235_N2_Vacuum_2016_2,Vacuum,2016,235_N_2016,235,235_N_2016,235_N,85,4,208,Yes,1.5,SnS,Yes,SLS,11.47,aran,6.778044728,6,
235_S1_Sweep_2017_1,Sweep,2017,235_S2_2017,235,235_S2_2017,235_S2,80,1,175,Yes,1.5,SnS,Yes,SLS,10.73,aran,6.778044728,6,
235_S1_Sweep_2017_2,Sweep,2017,235_S2_2017,235,235_S2_2017,235_S2,75,1,205,Yes,1.5,SnS,Yes,SLS,11.62,aran,6.778044728,6,
235_S1_Vacuum_2017_1,Vacuum,2017,235_S2_2017,235,235_S2_2017,235_S2,80,1,175,Yes,1.5,SnS,Yes,SLS,10.73,aran,6.778044728,6,
BSH_S2_Sweep_2016_2,Sweep,2016,BSH_S_2016,BSH,BSH_S_2016,BSH_S,80,0,217,Yes,1.5,SnS,No,None,10.37,aran,6.778044728,6,
PYW_N2_Sweep_2016_1,Sweep,2016,PYW_N_2016,PYW,PYW_N_2016,PYW_N,78,0,175,Yes,1.5,SnS,Yes,SLS,9.62,aran,6.778044728,6,
RCH2014_C1_Sweep_2017_2,Sweep,2017,RCH2014_C_2017,RCH2014,RCH2014_C_2017,RCH2014_C,85,1,186,Yes,1.5,SnS,Yes,SLS,12.48,aran,6.778044728,6,
RCH2014_W2_Vacuum_2016_2,Vacuum,2016,RCH2014_W_2016,RCH2014,RCH2014_W_2016,RCH2014_W,106,4,203,Yes,1.5,SnS,Yes,SLS,11,aran,6.778044728,6,
235_N2_Sweep_2015_1,Sweep,2015,235_N_2015,235,235_N_2015,235_N,75,1,180,Yes,0.5,SnS,Yes,SLS,11.58,aran,6.778044728,6,
235_N2_Vacuum_2015_2,Vacuum,2015,235_N_2015,235,235_N_2015,235_N,80,1,211,Yes,0.5,SnS,Yes,SLS,11.62,aran,6.778044728,6,
235_S1_Sweep_2016_1,Sweep,2016,235_S2_2016,235,235_S2_2016,235_S2,85,0,179,Yes,0.5,SnS,Yes,SLS,12.53,aran,6.778044728,6,
BSH_S2_Sweep_2015_1,Sweep,2015,BSH_S_2015,BSH,BSH_S_2015,BSH_S,80,8,179,Yes,0.5,SnS,No,None,11.88,aran,6.778044728,6,1.5
DUN_W1_Sweep_2015_1,Sweep,2015,DUN_W_2015,DUN,DUN_W_2015,DUN_W,80,1,181,Yes,0.5,SnS,No,Hay,13.83,aran,6.778044728,6,2
DUN_W1_Vacuum_2015_2,Vacuum,2015,DUN_W_2015,DUN,DUN_W_2015,DUN_W,80,1,191,Yes,0.5,SnS,No,Hay,12.78,aran,6.778044728,6,2
GIL_C1_Sweep_2015_1,Sweep,2015,GIL_C_2015,GIL,GIL_C_2015,GIL_C,73,4,183,Yes,0.5,SnS,Yes,IES,13.43,aran,6.778044728,6,1.5
LTR_E2_Sweep_2015_2,Sweep,2015,LTR_E_2015,LTR,LTR_E_2015,LTR_E,85,1,197,No,0.5,SnS,Yes,IES,14.33,aran,6.778044728,6,1.5
LTR_E2_Sweep_2015_2,Sweep,2015,LTR_E_2015,LTR,LTR_E_2015,LTR_E,85,1,197,No,0.5,SnS,Yes,IES,14.33,aran,6.778044728,6,2
RC2_N1_Sweep_2015_2,Sweep,2015,RC2_N_2015,RC2,RC2_N_2015,RC2_N,100,0,210,Yes,0.5,SnS,No,None,14.37,aran,6.778044728,6,2
RC2_N1_Sweep_2015_2,Sweep,2015,RC2_N_2015,RC2,RC2_N_2015,RC2_N,100,0,210,Yes,0.5,SnS,No,None,14.37,aran,6.778044728,6,1
RCH2014_C1_Sweep_2016_1,Sweep,2016,RCH2014_C_2016,RCH2014,RCH2014_C_2016,RCH2014_C,75,1,180,Yes,0.5,SnS,Yes,SLS,11.35,aran,6.778044728,6,
RCH2014_C1_Vacuum_2016_2,Vacuum,2016,RCH2014_C_2016,RCH2014,RCH2014_C_2016,RCH2014_C,105,4,203,Yes,0.5,SnS,Yes,SLS,10.57,aran,6.778044728,6,
RCH2014_C2_Sweep_2016_2,Sweep,2016,RCH2014_C_2016,RCH2014,RCH2014_C_2016,RCH2014_C,105,4,203,Yes,0.5,SnS,Yes,SLS,10.27,aran,6.778044728,6,
RCH2014_W1_Sweep_2015_1,Sweep,2015,RCH2014_W_2015,RCH2014,RCH2014_W_2015,RCH2014_W,89,1,161,Yes,0.5,SnS,Yes,SLS,9.9,aran,6.778044728,6,2
STE_N1_Sweep_2015_2,Sweep,2015,STE_N_2015,STE,STE_N_2015,STE_N,95,1,208,No,,,Yes,SLS,10.33,aran,6.778044728,6,
STE_N1_Vacuum_2015_2,Vacuum,2015,STE_N_2015,STE,STE_N_2015,STE_N,95,1,208,No,,,Yes,SLS,10.33,aran,6.778044728,6,
STE_S1_Sweep_2015_1,Sweep,2015,STE_S_2015,STE,STE_S_2015,STE_S,80,1,174,No,,,Yes,SLS,10.45,aran,6.778044728,6,
STE_S1_Sweep_2015_2,Sweep,2015,STE_S_2015,STE,STE_S_2015,STE_S,95,1,208,No,,,Yes,SLS,12.22,aran,6.778044728,6,
RNR_W1_Sweep_2015_1,Sweep,2015,RNR_W_2015,RNR,RNR_W_2015,RNR_W,80,4,184,Yes,1.5,,No,None,13.33,aran,6.778044728,6,
RNR_W1_Vacuum_2015_1,Vacuum,2015,RNR_W_2015,RNR,RNR_W_2015,RNR_W,80,4,184,Yes,1.5,,No,None,13.33,aran,6.778044728,6,
RNR_W2_Sweep_2015_2,Sweep,2015,RNR_W_2015,RNR,RNR_W_2015,RNR_W,80,0,214,Yes,1.5,,No,None,12.07,aran,6.778044728,6,
RNR_W2_Sweep_2017_1,Sweep,2017,RNR_W_2017,RNR,RNR_W_2017,RNR_W,85,0,178,Yes,1.5,,No,None,11.92,aran,6.778044728,6,
RNR_W2_Vacuum_2017_2,Vacuum,2017,RNR_W_2017,RNR,RNR_W_2017,RNR_W,85,0,204,Yes,1.5,,No,None,12.23,aran,6.778044728,6,
RIE_E1_Vacuum_2015_2,Vacuum,2015,RIE_E_2015,RIE,RIE_E_2015,RIE_E,85,1,212,Yes,0.5,,No,None,13.65,aran,6.778044728,6,
RIE_E2_Sweep_2015_2,Sweep,2015,RIE_E_2015,RIE,RIE_E_2015,RIE_E,85,1,212,Yes,0.5,,No,None,14.03,aran,6.778044728,6,
